0	1	date
-120.7401386	47.7510741	2399
-0.372882	50.81787	4710
-122.2913078	37.8271784	1307
-76.64127119999999	39.0457549	7588
-95.712891	37.09024	907
-119.4179324	36.778261	8600
-122.4194155	37.7749295	6403
-121.4943996	38.5815719	1081
-83.753428	9.748916999999999	5430
-75.1652215	39.9525839	8336
-73.13496099999999	40.789142	2906
-121.2257818	38.6785145	2001
22.937506	-30.559482	6657
-95.712891	37.09024	2126
-90.1710081	46.4546698	2872
-120.7401386	47.7510741	6479
-77.1945247	41.2033216	3977
-80.1300455	25.790654	3284
-95.712891	37.09024	2162
-106.4355227	31.8990757	4138
-116.7804664	47.6776832	6411
-82.4012642	40.0581205	1259
-73.9441579	40.6781784	7696
-76.64127119999999	39.0457549	3111
-122.3320708	47.6062095	2545
-94.41550679999999	39.0911161	1438
-119.2844621	46.2856907	7994
-95.712891	37.09024	6372
-77.0368707	38.9071923	1065
-74.4056612	40.0583238	815
-74.4056612	40.0583238	8480
-76.5980146	38.6712298	3421
-95.712891	37.09024	1297
-94.6858998	46.729553	3168
-83.985	42.43472	3940
35.21371	31.768319	8489
-82.7079605	41.4489396	3865
-127.6476206	53.7266683	6056
-74.1979458	39.9537358	7939
-119.4179324	36.778261	159
6.532521999999999	49.19448999999999	6701
-83.38351349999999	37.5531457	240
-89.3985283	40.6331249	7683
-87.6297982	41.8781136	7201
-121.09191	36.63714340000001	7863
-84.2700179	37.8393332	4893
-73.974167	40.7625	2175
-74.0059413	40.7127837	7125
-122.3320708	47.6062095	2311
-81.8511889	28.5580546	5905
-106.346771	56.130366	1179
-71.0588801	42.3600825	4823
-118.2436849	34.0522342	4426
-69.93121169999999	18.4860575	627
-97.778919	30.274389	4984
-83.819985	32.8069216	638
-84.3879824	33.7489954	7355
-117.8311428	33.7174708	4603
-74.21793260000001	43.2994285	5356
-74.0984756	41.0584299	4796
-71.2289641	42.4430372	1326
-99.133208	19.4326077	3997
-73.7562317	42.6525793	3784
-120.5542012	43.8041334	7675
70.05773	22.4707019	7106
-81.5157535	27.6648274	3845
139.6917064	35.6894875	8243
-95.712891	37.09024	2665
-85.60236429999999	44.3148443	3492
-4.1426565	50.3754565	6752
-82.99879419999999	39.9611755	2073
-74.0059413	40.7127837	3847
-70.9286609	42.5278731	2010
-118.2436849	34.0522342	2948
-122.3320708	47.6062095	1363
-95.712891	37.09024	4157
-124.3854867	47.950355	6505
-91.8318334	37.9642529	7747
-95.712891	37.09024	2079
-77.42887689999999	38.8403909	7714
-73.087749	41.6032207	834
-0.1277583	51.5073509	3308
139.1213846	35.74685110000001	7371
-3.435973	55.378051	4406
-112.0740373	33.4483771	7783
-81.5157535	27.6648274	2791
-74.0059413	40.7127837	7609
-80.4549026	38.5976262	6190
-73.9715276	41.60564919999999	217
-0.045726	43.091463	6692
-87.6297982	41.8781136	5577
-122.6764816	45.5230622	2827
-91.1403196	30.4582829	8088
-78.6114999	38.0567092	8581
-74.0059413	40.7127837	6180
-75.74965720000002	39.6837226	3360
-97.7430608	30.267153	6341
-1.2164563	52.5858013	351
-2.9915726	53.4083714	4606
-70.8967155	42.51954	7761
-117.1610838	32.715738	44
-81.1637245	33.836081	2032
-70.9161551	42.1306563	6662
-2.7044052	53.7632254	6894
